19:32, Friday, January 18, 2019
Study name:Static 1 hex diamond tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
189  ,5.31559e-007  ,3.63381e-006  ,-7.98417e-006  ,-7.43153e-008  ,1.19076e-005  ,3.68820e-008
190  ,6.26353e-007  ,4.86604e-006  ,-1.02927e-005  ,1.85594e-008  ,1.58494e-005  ,1.15631e-007
191  ,-4.18288e-007  ,-1.28473e-006  ,2.90641e-006  ,-6.78317e-009  ,-4.45177e-006  ,-4.25696e-008
192  ,1.91652e-007  ,-7.78120e-007  ,1.31226e-006  ,-4.79817e-008  ,-4.44630e-006  ,3.20745e-008
193  ,-2.33356e-007  ,-1.61302e-006  ,3.52003e-006  ,-4.76371e-008  ,-4.06079e-006  ,-8.88194e-008
194  ,5.78716e-007  ,-1.00255e-006  ,1.44855e-006  ,-1.19228e-007  ,-5.09173e-006  ,4.31567e-007
195  ,9.10309e-007  ,-2.23045e-006  ,3.65245e-006  ,-8.76546e-008  ,-6.96101e-006  ,7.71059e-008
196  ,1.06017e-006  ,-2.12162e-006  ,3.79429e-006  ,9.02818e-008  ,-9.12851e-006  ,-3.12266e-007
197  ,2.44700e-006  ,-1.86286e-006  ,3.45057e-006  ,-1.06389e-007  ,-1.08466e-005  ,3.06562e-007
198  ,-2.13015e-009  ,-5.13037e-009  ,1.16030e-008  ,8.56934e-010  ,-3.45149e-009  ,5.43770e-010
199  ,1.36064e-006  ,2.65766e-006  ,-6.14267e-006  ,-8.84041e-008  ,6.87909e-006  ,-1.46036e-008
200  ,1.37593e-006  ,-1.61166e-006  ,1.21288e-006  ,3.34333e-009  ,-6.39399e-006  ,-1.84483e-007
201  ,-1.05234e-009  ,-2.56806e-009  ,7.26295e-009  ,1.38960e-009  ,-6.77439e-009  ,3.39772e-010
202  ,-8.89689e-010  ,-2.82900e-009  ,7.08758e-009  ,-4.68666e-010  ,3.31626e-009  ,-1.08464e-009
203  ,-2.82574e-009  ,-4.33281e-009  ,1.12950e-008  ,5.77046e-010  ,7.97204e-009  ,9.17844e-010
204  ,9.76540e-007  ,-8.79451e-007  ,9.24794e-007  ,-1.03628e-007  ,-7.58247e-006  ,6.89626e-008
205  ,1.11238e-006  ,-6.89512e-007  ,-1.29044e-007  ,2.05655e-009  ,-8.84871e-006  ,4.56440e-008
206  ,4.72857e-008  ,-1.36987e-006  ,2.68538e-006  ,-9.49895e-008  ,-6.73574e-006  ,1.80016e-008
